# DRAFT emoji-data.txt
# For details about the format and other information, see /../../../reports/tr51/index.html#Data_Files.
#
# Format
# Code ;	Default Style ;	Ordering ;	Annotations ;	Sources	# Version Char Name
#
U+1F686 ;	emoji ;	472 ;	railway, train, travel, vehicle ;	x 	# V6.0 (🚆) train
U+1F6F2 ;	emoji ;	473 ;	diesel, locomotive, railway, train, travel, vehicle ;	w 	# V7.0 (🛲) diesel locomotive
U+1F687 ;	emoji ;	474 ;	metro, subway, travel, vehicle ;	jw 	# V6.0 (🚇) metro
U+1F688 ;	emoji ;	475 ;	light, railway, travel, vehicle ;	x 	# V6.0 (🚈) light rail
U+1F689 ;	emoji ;	476 ;	railway, station, train, travel, vehicle ;	j 	# V6.0 (🚉) station
U+1F68A ;	emoji ;	477 ;	tram, travel, trolleybus, vehicle ;	x 	# V6.0 (🚊) tram
U+1F69D ;	emoji ;	478 ;	monorail, travel, vehicle ;	x 	# V6.0 (🚝) monorail
U+1F69E ;	emoji ;	479 ;	car, mountain, railway, travel, vehicle ;	x 	# V6.0 (🚞) mountain railway
U+1F68B ;	emoji ;	480 ;	car, tram, travel, trolleybus, vehicle ;	x 	# V6.0 (🚋) tram car
U+1F68C ;	emoji ;	481 ;	bus, travel, vehicle ;	j 	# V6.0 (🚌) bus
U+1F68D ;	emoji ;	482 ;	bus, oncoming, travel, vehicle ;	w 	# V6.0 (🚍) oncoming bus
U+1F68E ;	emoji ;	483 ;	bus, tram, travel, trolley, trolleybus, vehicle ;	x 	# V6.0 (🚎) trolleybus
U+1F68F ;	emoji ;	484 ;	bus, busstop, stop, travel, vehicle ;	j 	# V6.0 (🚏) bus stop
U+1F690 ;	emoji ;	485 ;	bus, minibus, travel, vehicle ;	x 	# V6.0 (🚐) minibus
U+1F691 ;	emoji ;	486 ;	ambulance, travel, vehicle ;	jw 	# V6.0 (🚑) ambulance
U+1F692 ;	emoji ;	487 ;	engine, fire, travel, truck, vehicle ;	j 	# V6.0 (🚒) fire engine
U+1F6F1 ;	emoji ;	488 ;	engine, fire, oncoming, travel, vehicle ;	w 	# V7.0 (🛱) oncoming fire engine
U+1F693 ;	emoji ;	489 ;	car, patrol, police, travel, vehicle ;	j 	# V6.0 (🚓) police car
U+1F694 ;	emoji ;	490 ;	car, oncoming, police, travel, vehicle ;	w 	# V6.0 (🚔) oncoming police car
U+1F695 ;	emoji ;	491 ;	taxi, travel, vehicle ;	j 	# V6.0 (🚕) taxi
U+1F696 ;	emoji ;	492 ;	oncoming, taxi, travel, vehicle ;	x 	# V6.0 (🚖) oncoming taxi
U+1F697 ;	emoji ;	493 ;	automobile, car, travel, vehicle ;	j 	# V6.0 (🚗) automobile
U+1F698 ;	emoji ;	494 ;	automobile, car, oncoming, travel, vehicle ;	w 	# V6.0 (🚘) oncoming automobile
U+1F699 ;	emoji ;	495 ;	recreational, rv, travel, vehicle ;	j 	# V6.0 (🚙) recreational vehicle
U+1F69A ;	emoji ;	496 ;	delivery, travel, truck, vehicle ;	j 	# V6.0 (🚚) delivery truck
U+1F69B ;	emoji ;	497 ;	lorry, semi, travel, truck, vehicle ;	x 	# V6.0 (🚛) articulated lorry
U+1F69C ;	emoji ;	498 ;	tractor, travel, vehicle ;	x 	# V6.0 (🚜) tractor
U+1F6B2 ;	emoji ;	499 ;	bicycle, bicycling, bike, biking, sport, travel, vehicle ;	jw 	# V6.0 (🚲) bicycle
U+1F6B3 ;	emoji ;	500 ;	bicycle, bicycling, bike, biking, forbidden, no, not, prohibited, sport, travel, vehicle ;	x 	# V6.0 (🚳) no bicycles
U+1F6B4 ;	emoji ;	501 ;	bicycle, bicycling, bicyclist, bike, biking, cyclist, fitz-optional, human, person, sport, travel ;	x 	# V6.0 (🚴) bicyclist
U+1F6B5 ;	emoji ;	502 ;	bicycle, bicycling, bicyclist, bike, biking, cyclist, fitz-optional, human, mountain, person, sport, travel ;	x 	# V6.0 (🚵) mountain bicyclist
U+1F3CE ;	emoji ;	503 ;	car, racing, sport, travel ;	w 	# V7.0 (🏎) racing car
U+1F3CD ;	emoji ;	504 ;	human, motorcycle, person, racing, sport, travel ;	w 	# V7.0 (🏍) racing motorcycle
U+26FD ;	emoji ;	505 ;	fuel, fuelpump, gas, pump, station, travel ;	aj 	# V5.2 (⛽) fuel pump
U+1F6E3 ;	emoji ;	506 ;	motorway, travel ;	w 	# V7.0 (🛣) motorway
U+1F6E4 ;	emoji ;	507 ;	railway, track, travel ;	w 	# V7.0 (🛤) railway track
U+26DF ;	text ;	508 ;	travel, truck ;	a 	# V5.2 (⛟) black truck
U+1F6A8 ;	emoji ;	509 ;	beacon, car, light, police, revolving, travel ;	j 	# V6.0 (🚨) police cars revolving light
U+2388 ;	text ;	510 ;	helm, travel ;	x 	# V3.0 (⎈) helm symbol
U+2693 ;	emoji ;	511 ;	anchor, travel ;	aj 	# V4.1 (⚓) anchor
U+26F5 ;	emoji ;	512 ;	boat, resort, sailboat, sea, travel, yacht ;	aj 	# V5.2 (⛵) sailboat
U+1F6A3 ;	emoji ;	513 ;	boat, fitz-optional, rowboat, travel, vehicle ;	x 	# V6.0 (🚣) rowboat
U+1F6A4 ;	emoji ;	514 ;	boat, speedboat, travel, vehicle ;	j 	# V6.0 (🚤) speedboat
U+1F6F3 ;	emoji ;	515 ;	passenger, ship, travel, vehicle ;	w 	# V7.0 (🛳) passenger ship
U+26F4 ;	text ;	516 ;	ferry, travel ;	a 	# V5.2 (⛴) ferry
U+1F6E5 ;	emoji ;	517 ;	boat, motorboat, travel, vehicle ;	w 	# V7.0 (🛥) motor boat
U+1F6A2 ;	emoji ;	518 ;	ship, travel, vehicle ;	j 	# V6.0 (🚢) ship
U+2708 ;	text ;	519 ;	airplane, travel ;	zajw 	# V1.1 (✈) airplane
U+1F6E6 ;	emoji ;	520 ;	airplane, military, travel, vehicle ;	x 	# V7.0 (🛦) up-pointing military airplane
U+1F6E7 ;	emoji ;	521 ;	airplane, travel, vehicle ;	x 	# V7.0 (🛧) up-pointing airplane
U+1F6E8 ;	emoji ;	522 ;	airplane, travel, vehicle ;	x 	# V7.0 (🛨) up-pointing small airplane
U+1F6E9 ;	emoji ;	523 ;	airplane, travel, vehicle ;	w 	# V7.0 (🛩) small airplane
U+1F6EA ;	emoji ;	524 ;	airplane, northeast, travel, vehicle ;	w 	# V7.0 (🛪) northeast-pointing airplane
U+1F6EB ;	emoji ;	525 ;	airplane, check-in, departure, departures, travel, vehicle ;	x 	# V7.0 (🛫) airplane departure
U+1F6EC ;	emoji ;	526 ;	airplane, arrivals, arriving, travel, vehicle ;	x 	# V7.0 (🛬) airplane arriving
U+1F4BA ;	emoji ;	527 ;	chair, office, seat, travel ;	j 	# V6.0 (💺) seat
U+1F681 ;	emoji ;	528 ;	helicopter, travel, vehicle ;	x 	# V6.0 (🚁) helicopter
U+1F69F ;	emoji ;	529 ;	railway, suspension, travel, vehicle ;	x 	# V6.0 (🚟) suspension railway
U+1F6A0 ;	emoji ;	530 ;	cable, gondola, mountain, travel, vehicle ;	x 	# V6.0 (🚠) mountain cableway
U+1F6A1 ;	emoji ;	531 ;	aerial, cable, car, gondola, ropeway, tramway, travel, vehicle ;	x 	# V6.0 (🚡) aerial tramway
U+1F680 ;	emoji ;	532 ;	fantasy, rocket, travel, vehicle ;	j 	# V6.0 (🚀) rocket
U+1F6F0 ;	emoji ;	533 ;	place, satellite, vehicle ;	w 	# V7.0 (🛰) satellite
U+1F3E7 ;	emoji ;	534 ;	atm, automated, place, teller ;	j 	# V6.0 (🏧) automated teller machine
U+1F6AE ;	emoji ;	535 ;	litter, litterbox, place, put, travel ;	x 	# V6.0 (🚮) put litter in its place symbol
U+1F6A5 ;	emoji ;	536 ;	light, signal, traffic, travel ;	j 	# V6.0 (🚥) horizontal traffic light
U+1F6A6 ;	emoji ;	537 ;	light, signal, traffic, travel ;	x 	# V6.0 (🚦) vertical traffic light
U+1F6A7 ;	emoji ;	538 ;	barrier, construction, travel, under ;	j 	# V6.0 (🚧) construction sign
U+1F6AB ;	emoji ;	539 ;	entry, forbidden, no, not, prohibited, travel ;	j 	# V6.0 (🚫) no entry sign
U+1F6C7 ;	emoji ;	540 ;	forbidden, no, not, prohibited, travel ;	w 	# V7.0 (🛇) prohibited sign
U+1F6AD ;	emoji ;	541 ;	forbidden, no, not, prohibited, smoking, travel ;	jw 	# V6.0 (🚭) no smoking symbol
U+1F6AF ;	emoji ;	542 ;	forbidden, litter, no, not, prohibited, travel ;	x 	# V6.0 (🚯) do not litter symbol
U+1F6B0 ;	emoji ;	543 ;	drink, potable, travel, water ;	x 	# V6.0 (🚰) potable water symbol
U+1F6B1 ;	emoji ;	544 ;	drink, forbidden, no, not, potable, prohibited, travel, water ;	x 	# V6.0 (🚱) non-potable water symbol
U+1F6B7 ;	emoji ;	545 ;	forbidden, no, not, pedestrian, prohibited, travel ;	x 	# V6.0 (🚷) no pedestrians
U+1F6B8 ;	emoji ;	546 ;	child, crossing, travel ;	x 	# V6.0 (🚸) children crossing
U+267F ;	emoji ;	547 ;	access, travel, wheelchair ;	jw 	# V4.1 (♿) wheelchair symbol
U+1F6B9 ;	emoji ;	548 ;	men, men’s, restroom, travel ;	jw 	# V6.0 (🚹) mens symbol
U+1F6BA ;	emoji ;	549 ;	restroom, travel, woman, women’s ;	jw 	# V6.0 (🚺) womens symbol
U+1F6BB ;	emoji ;	550 ;	lavatory, restroom, travel, wc ;	j 	# V6.0 (🚻) restroom
U+1F6BC ;	emoji ;	551 ;	baby, changing, travel ;	jw 	# V6.0 (🚼) baby symbol
U+1F6BE ;	emoji ;	552 ;	closet, lavatory, restroom, travel, water, wc ;	j 	# V6.0 (🚾) water closet
U+1F18F ;	text ;	553 ;	travel, wc ;	x 	# V6.0 (🆏) negative squared wc
U+1F6C2 ;	emoji ;	554 ;	control, passport, travel ;	x 	# V6.0 (🛂) passport control
U+1F6C3 ;	emoji ;	555 ;	customs, travel ;	x 	# V6.0 (🛃) customs
U+1F6C4 ;	emoji ;	556 ;	baggage, claim, travel ;	x 	# V6.0 (🛄) baggage claim
U+1F6C5 ;	emoji ;	557 ;	baggage, left luggage, locker, luggage, travel ;	x 	# V6.0 (🛅) left luggage
U+1F6C6 ;	emoji ;	558 ;	alert, rounded, travel, triangle ;	w 	# V7.0 (🛆) triangle with rounded corners
U+26A0 ;	text ;	559 ;	travel, warning ;	j 	# V4.0 (⚠) warning sign
U+26CD ;	text ;	560 ;	car, disabled, travel ;	a 	# V5.2 (⛍) disabled car
U+26D0 ;	text ;	561 ;	car, sliding, travel ;	a 	# V5.2 (⛐) car sliding
U+26D2 ;	text ;	562 ;	circle, crossing, lane, travel ;	a 	# V5.2 (⛒) circled crossing lanes
U+26D4 ;	emoji ;	563 ;	entry, forbidden, no, not, prohibited, travel ;	aj 	# V5.2 (⛔) no entry
U+26D5 ;	text ;	564 ;	1, alternate, one, traffic, travel ;	a 	# V5.2 (⛕) alternate one-way left way traffic
U+26D6 ;	text ;	565 ;	traffic, travel ;	a 	# V5.2 (⛖) black two-way left way traffic
U+26D7 ;	text ;	566 ;	traffic, travel ;	a 	# V5.2 (⛗) white two-way left way traffic
U+26D8 ;	text ;	567 ;	lane, merge, travel ;	a 	# V5.2 (⛘) black left lane merge
U+26D9 ;	text ;	568 ;	lane, merge, travel ;	a 	# V5.2 (⛙) white left lane merge
U+26DB ;	text ;	569 ;	down, travel ;	a 	# V5.2 (⛛) heavy white down-pointing triangle
U+26DC ;	text ;	570 ;	entry, travel ;	a 	# V5.2 (⛜) left closed entry
U+26DD ;	text ;	571 ;	box, travel, x ;	a 	# V5.2 (⛝) squared saltire
U+26DE ;	text ;	572 ;	circle, square, travel ;	a 	# V5.2 (⛞) falling diagonal in white circle in black square
U+26E0 ;	text ;	573 ;	entry, restricted, travel ;	a 	# V5.2 (⛠) restricted left entry-1
U+26E1 ;	text ;	574 ;	entry, restricted, travel ;	a 	# V5.2 (⛡) restricted left entry-2
U+1F6CE ;	emoji ;	575 ;	bell, bellhop, hotel, object ;	w 	# V7.0 (🛎) bellhop bell
U+1F6AA ;	emoji ;	576 ;	door, object, travel ;	j 	# V6.0 (🚪) door
U+1F6CC ;	emoji ;	577 ;	hotel, object, sleeping ;	x 	# V7.0 (🛌) sleeping accommodation
U+1F6CF ;	emoji ;	578 ;	bed, hotel, object ;	w 	# V7.0 (🛏) bed
U+1F6CB ;	emoji ;	579 ;	couch, hotel, lamp, object ;	w 	# V7.0 (🛋) couch and lamp
U+1F6BD ;	emoji ;	580 ;	object, toilet, travel ;	j 	# V6.0 (🚽) toilet
U+1F6BF ;	emoji ;	581 ;	object, shower, travel ;	x 	# V6.0 (🚿) shower
U+1F6C0 ;	emoji ;	582 ;	bath, bathtub, fitz-optional, object, travel ;	j 	# V6.0 (🛀) bath
U+1F6C1 ;	emoji ;	583 ;	bath, bathtub, object, travel ;	x 	# V6.0 (🛁) bathtub
U+1F6CD ;	emoji ;	584 ;	bag, hotel, object, shopping ;	w 	# V7.0 (🛍) shopping bags
U+231B ;	emoji ;	585 ;	hourglass, sand, time, timer ;	j 	# V1.1 (⌛) hourglass
U+23F3 ;	emoji ;	586 ;	hourglass, sand, time, timer ;	jw 	# V6.0 (⏳) hourglass with flowing sand
U+231A ;	emoji ;	587 ;	clock, time, watch ;	j 	# V1.1 (⌚) watch
U+23F0 ;	emoji ;	588 ;	alarm, clock, time ;	j 	# V6.0 (⏰) alarm clock
U+23F1 ;	text ;	589 ;	clock, stopwatch, time ;	x 	# V6.0 (⏱) stopwatch
U+23F2 ;	text ;	590 ;	clock, time, timer ;	x 	# V6.0 (⏲) timer clock
U+1F570 ;	emoji ;	591 ;	clock, object ;	w 	# V7.0 (🕰) mantelpiece clock
U+1F55B ;	emoji ;	592 ;	00, 12, 12:00, clock, face, o’clock, time, twelve ;	jw 	# V6.0 (🕛) clock face twelve oclock
U+1F567 ;	emoji ;	593 ;	12, 30, 12:30, clock, face, thirty, time, twelve ;	w 	# V6.0 (🕧) clock face twelve-thirty
U+1F550 ;	emoji ;	594 ;	1, 00, 1:00, clock, face, o’clock, one, time ;	jw 	# V6.0 (🕐) clock face one oclock
U+1F55C ;	emoji ;	595 ;	1, 30, 1:30, clock, face, one, thirty, time ;	w 	# V6.0 (🕜) clock face one-thirty
U+1F551 ;	emoji ;	596 ;	2, 00, 2:00, clock, face, o’clock, time, two ;	jw 	# V6.0 (🕑) clock face two oclock
U+1F55D ;	emoji ;	597 ;	2, 30, 2:30, clock, face, thirty, time, two ;	w 	# V6.0 (🕝) clock face two-thirty
U+1F552 ;	emoji ;	598 ;	3, 00, 3:00, clock, face, o’clock, three, time ;	jw 	# V6.0 (🕒) clock face three oclock
U+1F55E ;	emoji ;	599 ;	3, 30, 3:30, clock, face, thirty, three, time ;	w 	# V6.0 (🕞) clock face three-thirty
U+1F553 ;	emoji ;	600 ;	4, 00, 4:00, clock, face, four, o’clock, time ;	jw 	# V6.0 (🕓) clock face four oclock
U+1F55F ;	emoji ;	601 ;	4, 30, 4:30, clock, face, four, thirty, time ;	w 	# V6.0 (🕟) clock face four-thirty
U+1F554 ;	emoji ;	602 ;	5, 00, 5:00, clock, face, five, o’clock, time ;	jw 	# V6.0 (🕔) clock face five oclock
U+1F560 ;	emoji ;	603 ;	5, 30, 5:30, clock, face, five, thirty, time ;	w 	# V6.0 (🕠) clock face five-thirty
U+1F555 ;	emoji ;	604 ;	6, 00, 6:00, clock, face, o’clock, six, time ;	jw 	# V6.0 (🕕) clock face six oclock
U+1F561 ;	emoji ;	605 ;	6, 30, 6:30, clock, face, six, thirty, time ;	w 	# V6.0 (🕡) clock face six-thirty
U+1F556 ;	emoji ;	606 ;	7, 00, 7:00, clock, face, o’clock, seven, time ;	jw 	# V6.0 (🕖) clock face seven oclock
U+1F562 ;	emoji ;	607 ;	7, 30, 7:30, clock, face, seven, thirty, time ;	w 	# V6.0 (🕢) clock face seven-thirty
U+1F557 ;	emoji ;	608 ;	8, 00, 8:00, clock, eight, face, o’clock, time ;	jw 	# V6.0 (🕗) clock face eight oclock
U+1F563 ;	emoji ;	609 ;	8, 30, 8:30, clock, eight, face, thirty, time ;	w 	# V6.0 (🕣) clock face eight-thirty
U+1F558 ;	emoji ;	610 ;	9, 00, 9:00, clock, face, nine, o’clock, time ;	jw 	# V6.0 (🕘) clock face nine oclock
U+1F564 ;	emoji ;	611 ;	9, 30, 9:30, clock, face, nine, thirty, time ;	w 	# V6.0 (🕤) clock face nine-thirty
U+1F559 ;	emoji ;	612 ;	00, 10, 10:00, clock, face, o’clock, ten, time ;	jw 	# V6.0 (🕙) clock face ten oclock
U+1F565 ;	emoji ;	613 ;	10, 30, 10:30, clock, face, ten, thirty, time ;	w 	# V6.0 (🕥) clock face ten-thirty
U+1F55A ;	emoji ;	614 ;	00, 11, 11:00, clock, eleven, face, o’clock, time ;	jw 	# V6.0 (🕚) clock face eleven oclock
U+1F566 ;	emoji ;	615 ;	11, 30, 11:30, clock, eleven, face, thirty, time ;	w 	# V6.0 (🕦) clock face eleven-thirty
U+2648 ;	emoji ;	616 ;	aries, time, zodiac ;	jw 	# V1.1 (♈) aries
U+2649 ;	emoji ;	617 ;	taurus, time, zodiac ;	jw 	# V1.1 (♉) taurus
U+264A ;	emoji ;	618 ;	gemini, time, zodiac ;	jw 	# V1.1 (♊) gemini
U+264B ;	emoji ;	619 ;	cancer, time, zodiac ;	jw 	# V1.1 (♋) cancer
U+264C ;	emoji ;	620 ;	leo, time, zodiac ;	jw 	# V1.1 (♌) leo
U+264D ;	emoji ;	621 ;	time, virgo, zodiac ;	jw 	# V1.1 (♍) virgo
U+264E ;	emoji ;	622 ;	libra, time, zodiac ;	jw 	# V1.1 (♎) libra
U+264F ;	emoji ;	623 ;	scorpion, scorpius, time, zodiac ;	jw 	# V1.1 (♏) scorpius
U+2650 ;	emoji ;	624 ;	sagittarius, time, zodiac ;	jw 	# V1.1 (♐) sagittarius
U+2651 ;	emoji ;	625 ;	capricorn, time, zodiac ;	jw 	# V1.1 (♑) capricorn
U+2652 ;	emoji ;	626 ;	aquarius, time, zodiac ;	jw 	# V1.1 (♒) aquarius
U+2653 ;	emoji ;	627 ;	pisces, time, zodiac ;	jw 	# V1.1 (♓) pisces
U+26CE ;	emoji ;	628 ;	ophiuchus, word, zodiac ;	aj 	# V6.0 (⛎) ophiuchus
U+1F311 ;	emoji ;	629 ;	dark, moon, place, time, weather ;	j 	# V6.0 (🌑) new moon symbol
U+1F312 ;	emoji ;	630 ;	crescent, moon, place, time, waxing, weather ;	x 	# V6.0 (🌒) waxing crescent moon symbol
U+1F313 ;	emoji ;	631 ;	moon, place, quarter, time, weather ;	j 	# V6.0 (🌓) first quarter moon symbol
U+1F314 ;	emoji ;	632 ;	gibbous, moon, place, time, waxing, weather ;	j 	# V6.0 (🌔) waxing gibbous moon symbol
U+1F315 ;	emoji ;	633 ;	full, moon, place, time, weather ;	jw 	# V6.0 (🌕) full moon symbol
U+1F316 ;	emoji ;	634 ;	gibbous, moon, place, time, waning, weather ;	x 	# V6.0 (🌖) waning gibbous moon symbol
U+1F317 ;	emoji ;	635 ;	moon, place, quarter, time, weather ;	x 	# V6.0 (🌗) last quarter moon symbol
U+1F318 ;	emoji ;	636 ;	crescent, moon, place, time, waning, weather ;	x 	# V6.0 (🌘) waning crescent moon symbol
U+1F319 ;	emoji ;	637 ;	crescent, moon, place, time, weather ;	j 	# V6.0 (🌙) crescent moon
U+1F31A ;	emoji ;	638 ;	face, moon, place, time, weather ;	x 	# V6.0 (🌚) new moon with face
U+1F31B ;	emoji ;	639 ;	face, moon, place, quarter, weather ;	j 	# V6.0 (🌛) first quarter moon with face
U+1F31C ;	emoji ;	640 ;	face, moon, place, quarter, weather ;	w 	# V6.0 (🌜) last quarter moon with face
U+263D ;	text ;	641 ;	moon, place, quarter ;	w 	# V1.1 (☽) first quarter moon
U+263E ;	text ;	642 ;	moon, place, quarter ;	w 	# V1.1 (☾) last quarter moon
U+1F321 ;	emoji ;	643 ;	thermometer, weather ;	w 	# V7.0 (🌡) thermometer
U+2600 ;	text ;	644 ;	bright, rays, sun, sunny, weather ;	aj 	# V1.1 (☀) black sun with rays
U+263C ;	text ;	645 ;	bright, rays, sun, weather ;	w 	# V1.1 (☼) white sun with rays
U+1F31D ;	emoji ;	646 ;	bright, face, full, moon, place, weather ;	x 	# V6.0 (🌝) full moon with face
U+1F31E ;	emoji ;	647 ;	bright, face, place, sun, weather ;	x 	# V6.0 (🌞) sun with face
U+2601 ;	text ;	648 ;	cloud, weather ;	ajw 	# V1.1 (☁) cloud
U+26C5 ;	emoji ;	649 ;	cloud, sun, weather ;	aj 	# V5.2 (⛅) sun behind cloud
U+26C8 ;	text ;	650 ;	cloud, rain, thunder, weather ;	a 	# V5.2 (⛈) thunder cloud and rain
U+1F323 ;	emoji ;	651 ;	bright, sun, weather ;	w 	# V7.0 (🌣) white sun
U+1F324 ;	emoji ;	652 ;	cloud, sun, weather ;	w 	# V7.0 (🌤) white sun with small cloud
U+1F325 ;	emoji ;	653 ;	cloud, sun, weather ;	w 	# V7.0 (🌥) white sun behind cloud
U+1F326 ;	emoji ;	654 ;	cloud, rain, sun, weather ;	w 	# V7.0 (🌦) white sun behind cloud with rain
U+1F327 ;	emoji ;	655 ;	cloud, rain, weather ;	w 	# V7.0 (🌧) cloud with rain
U+1F328 ;	emoji ;	656 ;	cloud, cold, snow, weather ;	w 	# V7.0 (🌨) cloud with snow
U+1F329 ;	emoji ;	657 ;	cloud, lightning, weather ;	w 	# V7.0 (🌩) cloud with lightning
U+1F32A ;	emoji ;	658 ;	cloud, tornado, weather ;	w 	# V7.0 (🌪) cloud with tornado
U+1F32B ;	emoji ;	659 ;	cloud, fog, weather ;	w 	# V7.0 (🌫) fog
U+1F32C ;	emoji ;	660 ;	blow, cloud, face, weather, wind ;	w 	# V7.0 (🌬) wind blowing face
U+1F300 ;	emoji ;	661 ;	cyclone, dizzy, twister, typhoon, weather ;	j 	# V6.0 (🌀) cyclone
U+26C6 ;	text ;	662 ;	cloud, rain, weather ;	a 	# V5.2 (⛆) rain
U+1F308 ;	emoji ;	663 ;	rain, rainbow, weather ;	j 	# V6.0 (🌈) rainbow
U+1F302 ;	emoji ;	664 ;	rain, umbrella, weather ;	j 	# V6.0 (🌂) closed umbrella
U+2602 ;	text ;	665 ;	rain, umbrella, weather ;	a 	# V1.1 (☂) umbrella
U+2614 ;	emoji ;	666 ;	drop, rain, umbrella, weather ;	aj 	# V4.0 (☔) umbrella with rain drops
U+26F1 ;	text ;	667 ;	rain, sun, travel, umbrella, weather ;	a 	# V5.2 (⛱) umbrella on ground
U+1F322 ;	emoji ;	668 ;	drop, weather ;	w 	# V7.0 (🌢) black droplet
U+2744 ;	text ;	669 ;	cold, snow, snowflake, weather ;	zjw 	# V1.1 (❄) snowflake
U+2603 ;	text ;	670 ;	cold, snow, snowman, weather ;	a 	# V1.1 (☃) snowman
U+26C4 ;	emoji ;	671 ;	cold, snow, snowman, weather ;	aj 	# V5.2 (⛄) snowman without snow
U+26C7 ;	text ;	672 ;	cold, snow, snowman, weather ;	a 	# V5.2 (⛇) black snowman
U+1F31F ;	emoji ;	673 ;	glittery, glowing, place, shining, sparkle, sparkler, star ;	j 	# V6.0 (🌟) glowing star
U+1F320 ;	emoji ;	674 ;	activity, falling, nature, place, shooting, star ;	j 	# V6.0 (🌠) shooting star
U+2604 ;	text ;	675 ;	comet, object ;	x 	# V1.1 (☄) comet
U+1F3B2 ;	emoji ;	676 ;	dice, die, game ;	j 	# V6.0 (🎲) game die
U+2660 ;	text ;	677 ;	card, game, spade, spades, suit ;	zaj 	# V1.1 (♠) black spade suit
U+2664 ;	text ;	678 ;	card, game, spade, suit ;	x 	# V1.1 (♤) white spade suit
U+2665 ;	text ;	679 ;	card, emotion, game, heart, hearts, suit ;	zaj 	# V1.1 (♥) black heart suit
U+2661 ;	text ;	680 ;	card, game, heart, hearts, suit ;	x 	# V1.1 (♡) white heart suit
U+2666 ;	text ;	681 ;	card, diamond, diamonds, game, suit ;	zaj 	# V1.1 (♦) black diamond suit
U+2662 ;	text ;	682 ;	card, diamond, diamonds, game, suit ;	x 	# V1.1 (♢) white diamond suit
U+2663 ;	text ;	683 ;	card, clubs, game, suit ;	zaj 	# V1.1 (♣) black club suit
U+2667 ;	text ;	684 ;	card, clubs, game, suit ;	x 	# V1.1 (♧) white club suit
U+1F0CF ;	emoji ;	685 ;	card, game, joker, playing ;	j 	# V6.0 (🃏) playing card black joker
U+1F004 ;	emoji ;	686 ;	game, mahjong, red ;	j 	# V5.1 (🀄) mahjong tile red dragon
U+1F3AE ;	emoji ;	687 ;	controller, game, video ;	jw 	# V6.0 (🎮) video game
U+1F579 ;	emoji ;	688 ;	game, joystick, object ;	w 	# V7.0 (🕹) joystick
U+26BD ;	emoji ;	689 ;	ball, soccer, sport ;	j 	# V5.2 (⚽) soccer ball
U+26BE ;	emoji ;	690 ;	ball, baseball, sport ;	aj 	# V5.2 (⚾) baseball
U+1F3C0 ;	emoji ;	691 ;	ball, basketball, hoop, sport ;	j 	# V6.0 (🏀) basketball and hoop
U+1F3C8 ;	emoji ;	692 ;	american, ball, football, sport ;	j 	# V6.0 (🏈) american football
U+1F3C9 ;	emoji ;	693 ;	ball, football, rugby, sport ;	x 	# V6.0 (🏉) rugby football
U+1F3BE ;	emoji ;	694 ;	ball, racquet, sport, tennis ;	j 	# V6.0 (🎾) tennis racquet and ball
U+1F3B1 ;	emoji ;	695 ;	8, 8 ball, ball, billiard, eight, game, sport ;	j 	# V6.0 (🎱) billiards
U+1F3B3 ;	emoji ;	696 ;	ball, bowling, game, sport ;	j 	# V6.0 (🎳) bowling
U+26F3 ;	emoji ;	697 ;	flag, golf, golfing, hole, sport, travel ;	ajw 	# V5.2 (⛳) flag in hole
U+1F3CC ;	emoji ;	698 ;	ball, golfer, human, person, sport ;	w 	# V7.0 (🏌) golfer
U+26F8 ;	emoji ;	699 ;	ice, skate, skating, sport, travel ;	a 	# V5.2 (⛸) ice skate
U+1F3A3 ;	emoji ;	700 ;	entertainment, fish, fishing, pole, sport ;	j 	# V6.0 (🎣) fishing pole and fish
U+1F3BD ;	emoji ;	701 ;	running, sash, shirt, sport ;	j 	# V6.0 (🎽) running shirt with sash
U+1F3BF ;	emoji ;	702 ;	ski, skier, skiing, sport ;	j 	# V6.0 (🎿) ski and ski boot
U+26F7 ;	emoji ;	703 ;	human, person, ski, skier, skiing, sport, travel ;	aw 	# V5.2 (⛷) skier
U+1F3C2 ;	emoji ;	704 ;	fitz-optional, human, person, ski, skier, skiing, snowboard, snowboarder, snowboarding, sport ;	jw 	# V6.0 (🏂) snowboarder
U+1F3C4 ;	emoji ;	705 ;	fitz-optional, human, person, sport, surfer, surfing ;	jw 	# V6.0 (🏄) surfer
U+1F3C7 ;	emoji ;	706 ;	fitz-optional, horse, human, jockey, person, racing, sport, travel ;	x 	# V6.0 (🏇) horse racing
U+1F3CA ;	emoji ;	707 ;	fitz-optional, human, person, sport, swim, swimmer, swimming, travel ;	jw 	# V6.0 (🏊) swimmer
U+26F9 ;	emoji ;	708 ;	ball, human, person, sport, travel ;	a 	# V5.2 (⛹) person with ball
U+1F3CB ;	emoji ;	709 ;	human, lifter, person, sport, weight ;	w 	# V7.0 (🏋) weight lifter
U+1F3C5 ;	emoji ;	710 ;	medal, sport ;	x 	# V7.0 (🏅) sports medal
U+1F3C6 ;	emoji ;	711 ;	prize, sport, trophy ;	jw 	# V6.0 (🏆) trophy
U+1F507 ;	emoji ;	712 ;	mute, quiet, sound, speaker ;	x 	# V6.0 (🔇) speaker with cancellation stroke
U+1F508 ;	emoji ;	713 ;	sound, speaker ;	w 	# V6.0 (🔈) speaker
